input : 1.000000 ^ 1.000000 => output = 0.058190 , expected : 0.000000
input : 0.000000 ^ 0.000000 => output = 0.676969 , expected : 0.000000
input : 1.000000 ^ 1.000000 => output = 0.026935 , expected : 0.000000
input : 1.000000 ^ 0.000000 => output = 0.653180 , expected : 1.000000
input : 0.000000 ^ 1.000000 => output = 0.662009 , expected : 1.000000
input : 1.000000 ^ 0.000000 => output = 0.670461 , expected : 1.000000
input : 0.000000 ^ 0.000000 => output = 0.685465 , expected : 0.000000
input : 1.000000 ^ 1.000000 => output = 0.028033 , expected : 0.000000
input : 0.000000 ^ 1.000000 => output = 0.662022 , expected : 1.000000
input : 1.000000 ^ 1.000000 => output = 0.029081 , expected : 0.000000
input : 0.000000 ^ 0.000000 => output = 0.677461 , expected : 0.000000
input : 1.000000 ^ 0.000000 => output = 0.653823 , expected : 1.000000
input : 0.000000 ^ 1.000000 => output = 0.662620 , expected : 1.000000
input : 0.000000 ^ 0.000000 => output = 0.678089 , expected : 0.000000
input : 1.000000 ^ 1.000000 => output = 0.027156 , expected : 0.000000
input : 0.000000 ^ 1.000000 => output = 0.654394 , expected : 1.000000
input : 1.000000 ^ 0.000000 => output = 0.663213 , expected : 1.000000
input : 0.000000 ^ 0.000000 => output = 0.678596 , expected : 0.000000
input : 0.000000 ^ 1.000000 => output = 0.655030 , expected : 1.000000
input : 1.000000 ^ 0.000000 => output = 0.663817 , expected : 1.000000
input : 1.000000 ^ 1.000000 => output = 0.029393 , expected : 0.000000
input : 1.000000 ^ 1.000000 => output = 0.029369 , expected : 0.000000
input : 0.000000 ^ 0.000000 => output = 0.678956 , expected : 0.000000
input : 0.000000 ^ 1.000000 => output = 0.655427 , expected : 1.000000
input : 1.000000 ^ 0.000000 => output = 0.664194 , expected : 1.000000
input : 1.000000 ^ 0.000000 => output = 0.672512 , expected : 1.000000
input : 0.000000 ^ 0.000000 => output = 0.687273 , expected : 0.000000
input : 0.000000 ^ 1.000000 => output = 0.664119 , expected : 1.000000
input : 1.000000 ^ 1.000000 => output = 0.029486 , expected : 0.000000
input : 1.000000 ^ 0.000000 => output = 0.672368 , expected : 1.000000
input : 1.000000 ^ 1.000000 => output = 0.030532 , expected : 0.000000
input : 0.000000 ^ 1.000000 => output = 0.680153 , expected : 1.000000
input : 0.000000 ^ 0.000000 => output = 0.694450 , expected : 0.000000
input : 1.000000 ^ 0.000000 => output = 0.671674 , expected : 1.000000
input : 1.000000 ^ 1.000000 => output = 0.030466 , expected : 0.000000
input : 0.000000 ^ 1.000000 => output = 0.679492 , expected : 1.000000
input : 0.000000 ^ 0.000000 => output = 0.693808 , expected : 0.000000
input : 1.000000 ^ 1.000000 => output = 0.029334 , expected : 0.000000
input : 0.000000 ^ 0.000000 => output = 0.677842 , expected : 0.000000
input : 1.000000 ^ 0.000000 => output = 0.654389 , expected : 1.000000
input : 0.000000 ^ 1.000000 => output = 0.663159 , expected : 1.000000
input : 1.000000 ^ 0.000000 => output = 0.671551 , expected : 1.000000
input : 0.000000 ^ 0.000000 => output = 0.686281 , expected : 0.000000
input : 1.000000 ^ 1.000000 => output = 0.028392 , expected : 0.000000
input : 0.000000 ^ 1.000000 => output = 0.663087 , expected : 1.000000
input : 1.000000 ^ 1.000000 => output = 0.029447 , expected : 0.000000
input : 0.000000 ^ 1.000000 => output = 0.671364 , expected : 1.000000
input : 0.000000 ^ 0.000000 => output = 0.686108 , expected : 0.000000
input : 1.000000 ^ 0.000000 => output = 0.663041 , expected : 1.000000
input : 1.000000 ^ 0.000000 => output = 0.671415 , expected : 1.000000
input : 0.000000 ^ 1.000000 => output = 0.679346 , expected : 1.000000
input : 1.000000 ^ 1.000000 => output = 0.031611 , expected : 0.000000
input : 0.000000 ^ 0.000000 => output = 0.693478 , expected : 0.000000
input : 0.000000 ^ 0.000000 => output = 0.677592 , expected : 0.000000
input : 1.000000 ^ 0.000000 => output = 0.654224 , expected : 1.000000
input : 1.000000 ^ 1.000000 => output = 0.028444 , expected : 0.000000
input : 0.000000 ^ 1.000000 => output = 0.662912 , expected : 1.000000
input : 0.000000 ^ 1.000000 => output = 0.671292 , expected : 1.000000
input : 0.000000 ^ 0.000000 => output = 0.685973 , expected : 0.000000
input : 1.000000 ^ 0.000000 => output = 0.662971 , expected : 1.000000
input : 1.000000 ^ 1.000000 => output = 0.029543 , expected : 0.000000
input : 1.000000 ^ 0.000000 => output = 0.671253 , expected : 1.000000
input : 1.000000 ^ 1.000000 => output = 0.030597 , expected : 0.000000
input : 0.000000 ^ 0.000000 => output = 0.685793 , expected : 0.000000
input : 0.000000 ^ 1.000000 => output = 0.662779 , expected : 1.000000
input : 0.000000 ^ 0.000000 => output = 0.677940 , expected : 0.000000
input : 1.000000 ^ 0.000000 => output = 0.654654 , expected : 1.000000
input : 0.000000 ^ 1.000000 => output = 0.663410 , expected : 1.000000
input : 1.000000 ^ 1.000000 => output = 0.029653 , expected : 0.000000
input : 1.000000 ^ 1.000000 => output = 0.029628 , expected : 0.000000
input : 0.000000 ^ 0.000000 => output = 0.678323 , expected : 0.000000
input : 1.000000 ^ 0.000000 => output = 0.655073 , expected : 1.000000
input : 0.000000 ^ 1.000000 => output = 0.663809 , expected : 1.000000
input : 0.000000 ^ 1.000000 => output = 0.672144 , expected : 1.000000
input : 1.000000 ^ 1.000000 => output = 0.030797 , expected : 0.000000
input : 0.000000 ^ 0.000000 => output = 0.686588 , expected : 0.000000
input : 1.000000 ^ 0.000000 => output = 0.663700 , expected : 1.000000
input : 0.000000 ^ 1.000000 => output = 0.672016 , expected : 1.000000
input : 1.000000 ^ 1.000000 => output = 0.030806 , expected : 0.000000
input : 1.000000 ^ 0.000000 => output = 0.679863 , expected : 1.000000
input : 0.000000 ^ 0.000000 => output = 0.693897 , expected : 0.000000
input : 0.000000 ^ 0.000000 => output = 0.678025 , expected : 0.000000
input : 1.000000 ^ 1.000000 => output = 0.027601 , expected : 0.000000
input : 0.000000 ^ 1.000000 => output = 0.654721 , expected : 1.000000
input : 1.000000 ^ 0.000000 => output = 0.663522 , expected : 1.000000
input : 0.000000 ^ 0.000000 => output = 0.678507 , expected : 0.000000
input : 0.000000 ^ 1.000000 => output = 0.655330 , expected : 1.000000
input : 1.000000 ^ 1.000000 => output = 0.028779 , expected : 0.000000
input : 1.000000 ^ 0.000000 => output = 0.664009 , expected : 1.000000
input : 0.000000 ^ 0.000000 => output = 0.678943 , expected : 0.000000
input : 1.000000 ^ 1.000000 => output = 0.027773 , expected : 0.000000
input : 1.000000 ^ 0.000000 => output = 0.655743 , expected : 1.000000
input : 0.000000 ^ 1.000000 => output = 0.664446 , expected : 1.000000
input : 0.000000 ^ 0.000000 => output = 0.679355 , expected : 0.000000
input : 1.000000 ^ 1.000000 => output = 0.027853 , expected : 0.000000
input : 0.000000 ^ 1.000000 => output = 0.656169 , expected : 1.000000
input : 1.000000 ^ 0.000000 => output = 0.664898 , expected : 1.000000
input : 0.000000 ^ 0.000000 => output = 0.679736 , expected : 0.000000
input : 1.000000 ^ 1.000000 => output = 0.027930 , expected : 0.000000
input : 0.000000 ^ 1.000000 => output = 0.656586 , expected : 1.000000
input : 1.000000 ^ 0.000000 => output = 0.665294 , expected : 1.000000
input : 1.000000 ^ 0.000000 => output = 0.673555 , expected : 1.000000
input : 0.000000 ^ 0.000000 => output = 0.687845 , expected : 0.000000
input : 0.000000 ^ 1.000000 => output = 0.665140 , expected : 1.000000
input : 1.000000 ^ 1.000000 => output = 0.030110 , expected : 0.000000
input : 0.000000 ^ 1.000000 => output = 0.673310 , expected : 1.000000
input : 1.000000 ^ 0.000000 => output = 0.681193 , expected : 1.000000
input : 1.000000 ^ 1.000000 => output = 0.032254 , expected : 0.000000
input : 0.000000 ^ 0.000000 => output = 0.694897 , expected : 0.000000
input : 1.000000 ^ 1.000000 => output = 0.030003 , expected : 0.000000
input : 1.000000 ^ 0.000000 => output = 0.672456 , expected : 1.000000
input : 0.000000 ^ 1.000000 => output = 0.680337 , expected : 1.000000
input : 0.000000 ^ 0.000000 => output = 0.694203 , expected : 0.000000
input : 1.000000 ^ 0.000000 => output = 0.671849 , expected : 1.000000
input : 1.000000 ^ 1.000000 => output = 0.031023 , expected : 0.000000
input : 0.000000 ^ 1.000000 => output = 0.679656 , expected : 1.000000
input : 0.000000 ^ 0.000000 => output = 0.693544 , expected : 0.000000
input : 1.000000 ^ 0.000000 => output = 0.671179 , expected : 1.000000
input : 1.000000 ^ 1.000000 => output = 0.030959 , expected : 0.000000
input : 0.000000 ^ 0.000000 => output = 0.685434 , expected : 0.000000
input : 0.000000 ^ 1.000000 => output = 0.662705 , expected : 1.000000
input : 0.000000 ^ 1.000000 => output = 0.671094 , expected : 1.000000
input : 1.000000 ^ 1.000000 => output = 0.030976 , expected : 0.000000
input : 1.000000 ^ 0.000000 => output = 0.678981 , expected : 1.000000
input : 0.000000 ^ 0.000000 => output = 0.692851 , expected : 0.000000
input : 1.000000 ^ 1.000000 => output = 0.029826 , expected : 0.000000
input : 0.000000 ^ 1.000000 => output = 0.670375 , expected : 1.000000
input : 1.000000 ^ 0.000000 => output = 0.678400 , expected : 1.000000
input : 0.000000 ^ 0.000000 => output = 0.692286 , expected : 0.000000
input : 0.000000 ^ 0.000000 => output = 0.676359 , expected : 0.000000
input : 1.000000 ^ 0.000000 => output = 0.653353 , expected : 1.000000
input : 1.000000 ^ 1.000000 => output = 0.028808 , expected : 0.000000
input : 0.000000 ^ 1.000000 => output = 0.662083 , expected : 1.000000
input : 1.000000 ^ 1.000000 => output = 0.029882 , expected : 0.000000
input : 0.000000 ^ 0.000000 => output = 0.676839 , expected : 0.000000
input : 0.000000 ^ 1.000000 => output = 0.653848 , expected : 1.000000
input : 1.000000 ^ 0.000000 => output = 0.662689 , expected : 1.000000
input : 1.000000 ^ 1.000000 => output = 0.029981 , expected : 0.000000
input : 0.000000 ^ 1.000000 => output = 0.670959 , expected : 1.000000
input : 1.000000 ^ 0.000000 => output = 0.678955 , expected : 1.000000
input : 0.000000 ^ 0.000000 => output = 0.692750 , expected : 0.000000
input : 1.000000 ^ 0.000000 => output = 0.670467 , expected : 1.000000
input : 1.000000 ^ 1.000000 => output = 0.031021 , expected : 0.000000
input : 0.000000 ^ 0.000000 => output = 0.684649 , expected : 0.000000
input : 0.000000 ^ 1.000000 => output = 0.662008 , expected : 1.000000
input : 0.000000 ^ 0.000000 => output = 0.676805 , expected : 0.000000
input : 1.000000 ^ 1.000000 => output = 0.027870 , expected : 0.000000
input : 1.000000 ^ 0.000000 => output = 0.653808 , expected : 1.000000
input : 0.000000 ^ 1.000000 => output = 0.662608 , expected : 1.000000
input : 1.000000 ^ 1.000000 => output = 0.030051 , expected : 0.000000
input : 0.000000 ^ 1.000000 => output = 0.670903 , expected : 1.000000
input : 0.000000 ^ 0.000000 => output = 0.685144 , expected : 0.000000
input : 1.000000 ^ 0.000000 => output = 0.662583 , expected : 1.000000
input : 1.000000 ^ 0.000000 => output = 0.670977 , expected : 1.000000
input : 0.000000 ^ 1.000000 => output = 0.678931 , expected : 1.000000
input : 1.000000 ^ 1.000000 => output = 0.032264 , expected : 0.000000
input : 0.000000 ^ 0.000000 => output = 0.692565 , expected : 0.000000
input : 1.000000 ^ 0.000000 => output = 0.670350 , expected : 1.000000
input : 0.000000 ^ 1.000000 => output = 0.678334 , expected : 1.000000
input : 0.000000 ^ 0.000000 => output = 0.692093 , expected : 0.000000
input : 1.000000 ^ 1.000000 => output = 0.029984 , expected : 0.000000
input : 1.000000 ^ 1.000000 => output = 0.029958 , expected : 0.000000
input : 0.000000 ^ 1.000000 => output = 0.669660 , expected : 1.000000
input : 0.000000 ^ 0.000000 => output = 0.683921 , expected : 0.000000
input : 1.000000 ^ 0.000000 => output = 0.661367 , expected : 1.000000
input : 0.000000 ^ 1.000000 => output = 0.669799 , expected : 1.000000
input : 0.000000 ^ 0.000000 => output = 0.684031 , expected : 0.000000
input : 1.000000 ^ 1.000000 => output = 0.028939 , expected : 0.000000
input : 1.000000 ^ 0.000000 => output = 0.661410 , expected : 1.000000
input : 0.000000 ^ 0.000000 => output = 0.676109 , expected : 0.000000
input : 1.000000 ^ 1.000000 => output = 0.027938 , expected : 0.000000
input : 1.000000 ^ 0.000000 => output = 0.653202 , expected : 1.000000
input : 0.000000 ^ 1.000000 => output = 0.662031 , expected : 1.000000
input : 0.000000 ^ 0.000000 => output = 0.676696 , expected : 0.000000
input : 1.000000 ^ 1.000000 => output = 0.028040 , expected : 0.000000
input : 1.000000 ^ 0.000000 => output = 0.653830 , expected : 1.000000
input : 0.000000 ^ 1.000000 => output = 0.662628 , expected : 1.000000
input : 0.000000 ^ 1.000000 => output = 0.671019 , expected : 1.000000
input : 1.000000 ^ 1.000000 => output = 0.031337 , expected : 0.000000
input : 0.000000 ^ 0.000000 => output = 0.685021 , expected : 0.000000
input : 1.000000 ^ 0.000000 => output = 0.662589 , expected : 1.000000
input : 1.000000 ^ 0.000000 => output = 0.670982 , expected : 1.000000
input : 0.000000 ^ 1.000000 => output = 0.678934 , expected : 1.000000
input : 0.000000 ^ 0.000000 => output = 0.692550 , expected : 0.000000
input : 1.000000 ^ 1.000000 => output = 0.030218 , expected : 0.000000
input : 0.000000 ^ 0.000000 => output = 0.676536 , expected : 0.000000
input : 1.000000 ^ 0.000000 => output = 0.653808 , expected : 1.000000
input : 1.000000 ^ 1.000000 => output = 0.029209 , expected : 0.000000
input : 0.000000 ^ 1.000000 => output = 0.662512 , expected : 1.000000
input : 0.000000 ^ 1.000000 => output = 0.670909 , expected : 1.000000
input : 0.000000 ^ 0.000000 => output = 0.684968 , expected : 0.000000
input : 1.000000 ^ 1.000000 => output = 0.029229 , expected : 0.000000
input : 1.000000 ^ 0.000000 => output = 0.662495 , expected : 1.000000
input : 0.000000 ^ 0.000000 => output = 0.677020 , expected : 0.000000
input : 1.000000 ^ 0.000000 => output = 0.654348 , expected : 1.000000
input : 0.000000 ^ 1.000000 => output = 0.663119 , expected : 1.000000
input : 1.000000 ^ 1.000000 => output = 0.030437 , expected : 0.000000
input : 0.000000 ^ 0.000000 => output = 0.677512 , expected : 0.000000
input : 1.000000 ^ 1.000000 => output = 0.028301 , expected : 0.000000
input : 1.000000 ^ 0.000000 => output = 0.654787 , expected : 1.000000
input : 0.000000 ^ 1.000000 => output = 0.663536 , expected : 1.000000
input : 0.000000 ^ 1.000000 => output = 0.671882 , expected : 1.000000
input : 0.000000 ^ 0.000000 => output = 0.685831 , expected : 0.000000
input : 1.000000 ^ 1.000000 => output = 0.029428 , expected : 0.000000
input : 1.000000 ^ 0.000000 => output = 0.663447 , expected : 1.000000
input : 0.000000 ^ 1.000000 => output = 0.671775 , expected : 1.000000
input : 0.000000 ^ 0.000000 => output = 0.685713 , expected : 0.000000
input : 1.000000 ^ 1.000000 => output = 0.029439 , expected : 0.000000
input : 1.000000 ^ 0.000000 => output = 0.663342 , expected : 1.000000
input : 0.000000 ^ 0.000000 => output = 0.677746 , expected : 0.000000
input : 1.000000 ^ 1.000000 => output = 0.028412 , expected : 0.000000
input : 1.000000 ^ 0.000000 => output = 0.655084 , expected : 1.000000
input : 0.000000 ^ 1.000000 => output = 0.663818 , expected : 1.000000
input : 0.000000 ^ 0.000000 => output = 0.678199 , expected : 0.000000
input : 1.000000 ^ 0.000000 => output = 0.655662 , expected : 1.000000
input : 0.000000 ^ 1.000000 => output = 0.664367 , expected : 1.000000
input : 1.000000 ^ 1.000000 => output = 0.030731 , expected : 0.000000
input : 1.000000 ^ 0.000000 => output = 0.672593 , expected : 1.000000
input : 0.000000 ^ 1.000000 => output = 0.680465 , expected : 1.000000
input : 0.000000 ^ 0.000000 => output = 0.693837 , expected : 0.000000
input : 1.000000 ^ 1.000000 => output = 0.030656 , expected : 0.000000
input : 1.000000 ^ 0.000000 => output = 0.671868 , expected : 1.000000
input : 0.000000 ^ 1.000000 => output = 0.679775 , expected : 1.000000
input : 1.000000 ^ 1.000000 => output = 0.032851 , expected : 0.000000
input : 0.000000 ^ 0.000000 => output = 0.693062 , expected : 0.000000
input : 1.000000 ^ 1.000000 => output = 0.030556 , expected : 0.000000
input : 0.000000 ^ 0.000000 => output = 0.677062 , expected : 0.000000
input : 1.000000 ^ 0.000000 => output = 0.654533 , expected : 1.000000
input : 0.000000 ^ 1.000000 => output = 0.663293 , expected : 1.000000
input : 1.000000 ^ 1.000000 => output = 0.030649 , expected : 0.000000
input : 1.000000 ^ 0.000000 => output = 0.671572 , expected : 1.000000
input : 0.000000 ^ 1.000000 => output = 0.679493 , expected : 1.000000
input : 0.000000 ^ 0.000000 => output = 0.692877 , expected : 0.000000
input : 0.000000 ^ 1.000000 => output = 0.670992 , expected : 1.000000
input : 0.000000 ^ 0.000000 => output = 0.684861 , expected : 0.000000
input : 1.000000 ^ 0.000000 => output = 0.662672 , expected : 1.000000
input : 1.000000 ^ 1.000000 => output = 0.030628 , expected : 0.000000
input : 0.000000 ^ 1.000000 => output = 0.670933 , expected : 1.000000
input : 1.000000 ^ 1.000000 => output = 0.031718 , expected : 0.000000
input : 0.000000 ^ 0.000000 => output = 0.684684 , expected : 0.000000
input : 1.000000 ^ 0.000000 => output = 0.662503 , expected : 1.000000
input : 1.000000 ^ 0.000000 => output = 0.670899 , expected : 1.000000
input : 0.000000 ^ 1.000000 => output = 0.678852 , expected : 1.000000
input : 0.000000 ^ 0.000000 => output = 0.692225 , expected : 0.000000
input : 1.000000 ^ 1.000000 => output = 0.030585 , expected : 0.000000
input : 1.000000 ^ 1.000000 => output = 0.030557 , expected : 0.000000
input : 1.000000 ^ 0.000000 => output = 0.670182 , expected : 1.000000
input : 0.000000 ^ 0.000000 => output = 0.684029 , expected : 0.000000
